,Spectral Class,flux(U),flux(B),flux(V),flux(R),flux(I),flux(G),flux(J),flux(K)
1743,M,0,0,0,0,0,11.832072,7.244,5.798
1744,O,0,0,0,0,0,18.608376,9.532,6.265
1745,G,0,0,0,0,0,0,0,0
1746,K,0,10.67,9.42,0,0,9.034746,7.224,6.515
1747,G,0,0,0,0,0,16.447649,15.525,15.377
1748,F,0,0,13.85,0,0,13.736559,12.899,12.617
1749,F,0,12.95,12.12,0,0,12.275603,11.464,11.238
1750,B,0,12.07,12.31,0,0,11.93895,10.957,10.694
1751,A,0,8.94,8.7,0,0,8.700135,8.276,8.195
1752,G,0,9.38,8.88,0,0,8.748562,7.837,7.569
1753,F,0,13.0,11.89,0,0,11.341627,9.426,8.911
1754,M,0,0,0,0,0,0,0,0
1755,A,0,9.52,9.41,0,0,9.385872,9.101,9.09
1756,K,0,14.4,0,0,0,12.966047,11.312,10.583
1757,K,0,12.29,10.73,0,0,10.566139,8.641,7.815
1758,O,0,0,0,0,0,0,12.012,7.545
1759,O,0,0,0,0,0,19.592396,11.601,6.967
1760,M,0,0,0,12.49,0,10.871851,6.965,5.462
1761,K,0,9.54,8.44,0,0,8.220251,6.525,5.888
1762,B,0,12.05,11.44,0,0,11.275785,10.085,9.869
1763,M,0,14.51,12.21,11.48,0,10.41751,6.85,5.433
1764,O,0,0,0,0,0,0,0,9.591
1765,O,0,0,0,0,0,0,0,13.878
1766,A,0,13.27,12.76,0,0,12.551276,11.427,11.148
1767,A,0,9.932,9.783,9.909,0,9.855143,9.546,0
1768,A,0,9.24,9.21,0,0,9.15482,8.978,9.025
1769,F,0,11.08,10.81,0,0,10.702163,10.179,9.998
1770,A,0,10.09,9.11,0,0,8.83497,7.223,6.605
1771,O,0,0,0,0,0,13.234682,10.663,9.595
1772,K,0,11.88,10.96,0,0,10.682556,9.163,8.546
1773,O,0,0,0,0,0,0,13.456,7.393
1774,K,0,9.15,8.18,0,0,7.878668,6.297,5.787
1775,A,0,0,0,0,0,0,9.086,8.745
1776,A,0,9.85,9.5,0,0,9.499248,8.954,8.802
1777,F,0,11.39,11.27,0,0,11.166088,10.55,10.376
1778,G,0,9.68,9.22,0,0,9.15409,8.352,8.087
1779,A,12.605,10.4,10.08,0,0,9.977028,9.141,8.963
1780,F,0,0,0,0,0,17.517485,16.373,16.173
1781,F,0,11.74,11.07,0,0,10.808946,9.482,9.136
1782,O,0,0,0,14.7,0,11.607054,6.179,4.14
1783,A,0,10.15,9.87,0,0,9.818075,9.262,9.135
1784,M,0,16.4,14.71,0,0,14.851808,12.597,11.566
1785,G,0,10.36,9.8,0,0,9.60421,8.627,8.319
1786,F,0,10.67,10.17,0,0,10.044593,9.256,8.983
1787,F,0,10.77,10.3,0,0,10.246887,9.171,9.013
1788,M,0,11.47,10.0,0,0,9.54493,7.629,6.85
1789,B,0,11.49,10.87,0,0,10.879596,9.791,9.544
1790,A,0,0,14.4,0,0,14.312118,13.527,13.373
1791,O,0,0,0,0,0,0,0,0
1792,A,0,11.76,11.39,0,0,11.202679,10.124,9.803
1793,F,0,11.36,10.99,0,0,10.935274,10.141,9.918
1794,K,0,13.15,10.98,0,0,10.793507,8.717,7.894
1795,A,0,10.05,9.86,0,0,9.820817,9.475,9.371
1796,F,0,9.02,8.92,0,0,8.925022,8.601,8.573
1797,M,0,0,0,22.0,0,0,0,20.2
1798,A,0,11.43,11.12,0,0,10.960555,10.129,9.939
1799,A,0,12.93,12.68,0,0,12.642523,12.176,12.079
1800,M,0,11.37,9.87,9.24,0,8.390015,5.187,3.787
1801,M,0,0,11.12,0,0,11.894907,8.666,7.249
1802,M,0,10.97,9.98,0,0,9.820749,8.353,7.825
1803,F,0,0,0,0,0,15.270221,14.267,13.986
1804,F,0,9.79,9.43,0,0,9.4014,8.852,8.71
1805,F,0,0,13.57,0,0,13.481302,12.668,12.353
1806,M,0,12.16,10.99,0,0,10.629211,8.622,7.824
1807,G,0,11.09,10.58,0,0,0,9.043,8.756
1808,B,0,10.24,9.92,0,0,9.686748,8.705,8.531
1809,M,0,11.3,9.71,0,0,8.812058,6.128,5.079
1810,G,0,9.86,9.41,0,0,9.315496,8.537,8.269
1811,K,0,10.87,9.79,0,0,9.535318,8.013,7.393
1812,B,0,12.26,11.68,0,0,11.492641,10.16,9.899
1813,F,0,0,15.92,0,0,15.842857,15.078,14.762
1814,A,0,9.76,9.72,0,0,9.724217,9.569,9.58
1815,M,0,11.32,10.06,0,0,9.660408,7.718,6.79
1816,B,0,10.78,10.7,0,0,10.4724,10.148,10.094
1817,F,0,12.47,11.64,0,0,11.94332,10.799,10.454
1818,B,0,10.28,10.11,0,0,10.092762,9.701,9.653
1819,B,0,0,11.0,0,0,0,0,0
1820,M,0,0,0,0,0,0,0,0
1821,B,0,12.13,12.39,0,0,11.659487,10.834,10.706
1822,O,0,0,0,0,0,12.461126,5.653,3.646
1823,B,0,12.97,12.56,12.57,0,12.452538,11.5,11.3
1824,B,0,12.6,0,0,0,12.548716,12.219,12.152
1825,G,0,11.43,10.81,0,0,10.764799,9.835,9.545
1826,O,0,0,0,0,0,16.70621,9.417,5.333
1827,K,0,12.04,10.76,0,0,10.405773,8.337,7.515
1828,B,12.386,10.65,10.23,0,0,10.173196,9.422,9.29
1829,O,0,0,0,0,0,0,13.159,8.17
1830,A,0,10.95,10.6,0,0,10.566096,9.77,9.636
1831,A,0,9.49,9.44,0,0,9.454235,9.281,9.262
1832,O,0,0,0,0,0,0,0,0
1833,G,0,0,0,0,0,16.601816,15.418,14.999
1834,A,11.638,9.878,9.617,0,0,9.503584,8.819,8.722
1835,B,0,12.7,12.29,0,0,12.15469,10.993,10.809
1836,O,0,0,0,0,0,16.713718,9.256,6.739
1837,F,0,9.38,9.36,0,0,9.315474,9.12,9.16
1838,O,0,0,0,0,0,14.020517,7.595,5.426
1839,K,0,11.46,10.46,0,0,10.037136,8.231,7.551
1840,K,0,11.18,9.92,0,0,9.49346,7.675,6.925
1841,F,0,11.89,12.38,0,0,11.708421,11.633,11.632
1842,M,0,11.26,10.01,0,0,9.610783,7.777,7.118
1843,B,0,12.18,11.73,0,0,11.481635,10.064,9.673
1844,G,0,8.58,8.03,0,0,7.912849,6.975,6.68
1845,G,0,11.48,10.74,0,0,10.598232,9.19,8.702
1846,O,0,0,0,0,0,13.332819,6.196,3.907
1847,M,0,12.03,10.74,10.36,0,10.111378,7.819,6.75
1848,G,0,17.5,0,0,0,16.702703,15.653,15.216
1849,O,0,0,0,0,0,20.206732,12.576,8.122
1850,O,0,0,0,0,0,19.810415,11.067,6.335
1851,K,0,11.51,10.4,0,0,10.014906,8.292,7.658
1852,K,0,12.03,10.79,0,0,10.556117,9.034,8.432
1853,G,0,9.56,8.95,0,0,8.84639,7.91,7.642
1854,O,0,0,0,0,0,0,0,0
1855,B,0,11.45,11.31,0,0,11.34654,10.849,10.753
1856,F,0,0,0,0,0,0,0,0
1857,G,0,11.97,11.164,0,0,10.962337,9.612,9.112
1858,M,0,0,0,0,0,11.767202,8.198,6.889
1859,F,0,11.744,11.281,11.318,0,11.2432,10.185,9.893
1860,F,0,12.28,12.28,0,0,11.757976,10.544,10.244
1861,F,0,9.56,9.18,0,0,9.15685,8.564,8.283
1862,B,0,12.1,12.29,0,0,11.819238,10.985,10.874
1863,A,0,13.1,0,0,0,12.482834,11.626,11.452
1864,B,0,11.35,11.2,0,0,11.351827,11.056,11.044
1865,M,0,10.97,9.25,0,0,8.451332,5.834,4.627
1866,M,0,0,12.47,0,0,10.213334,6.383,4.959
1867,G,0,11.23,10.46,0,0,10.30571,9.193,8.753
1868,B,0,0,13.0,0,0,12.879084,12.998,13.04
1869,O,0,0,0,0,0,0,0,8.386
1870,G,0,12.05,11.12,0,0,11.364178,10.168,9.727
1871,M,0,14.04,0,12.43,0,11.820946,9.223,8.376
1872,K,0,12.559,11.65,0,0,11.423153,9.958,9.368
1873,F,0,18.5,0,0,0,17.3434,16.268,15.554
1874,G,0,11.02,10.56,0,0,10.404861,9.624,9.39
1875,M,0,12.0,10.46,9.8,0,10.042019,7.944,7.022
1876,F,0,10.13,9.84,0,0,9.784662,9.3,9.194
1877,M,0,0,0,0,0,13.132897,9.189,7.836
1878,A,0,9.72,9.36,0,0,9.336528,8.788,8.682
1879,K,0,12.98,10.91,0,0,9.967814,7.108,5.939
1880,F,0,9.89,9.83,0,0,9.907692,9.764,9.744
1881,M,0,13.8,0,0,0,12.557346,11.036,10.408
1882,M,0,15.2,0,0,0,10.564503,6.438,4.89
1883,K,0,11.9,11.12,0,0,10.536808,8.807,8.07
1884,G,0,11.84,11.3,0,0,11.143375,10.068,9.763
1885,K,0,11.0,9.86,0,0,9.54484,7.875,7.198
1886,O,0,0,0,0,0,14.029498,8.208,6.124
1887,O,0,0,0,16.303,0,15.609486,12.378,10.712
1888,O,0,0,0,0,0,0,0,10.452
1889,B,0,10.98,10.82,0,0,10.823939,10.417,10.407
1890,B,0,12.49,11.48,0,0,11.464343,9.838,9.439
1891,G,0,11.61,11.0,0,0,10.925585,9.716,9.343
1892,M,0,19.0,0,0,0,16.76195,14.45,13.548
1893,F,0,9.49,9.02,0,0,8.948726,8.154,7.935
1894,A,0,9.05,8.92,0,0,8.959741,8.735,8.748
1895,B,0,11.51,11.23,0,0,10.886073,9.644,9.087
1896,A,0,11.89,11.41,0,0,11.346945,10.081,9.756
1897,G,0,9.74,9.15,0,0,9.036991,8.065,7.75
1898,G,0,12.67,11.35,0,0,11.307859,9.477,8.781
1899,B,0,11.986,11.503,11.55,0,11.467185,10.402,10.262
1900,O,0,0,0,0,0,0,12.267,0
1901,K,0,11.51,10.06,0,0,9.454772,7.193,6.21
1902,M,0,11.56,9.46,8.99,0,8.499962,5.696,4.513
1903,F,0,9.81,9.56,0,0,9.601442,9.276,9.212
1904,M,0,12.55,10.26,0,0,9.110262,6.163,4.99
1905,F,0,0,13.81,0,0,13.721169,13.105,12.853
1906,F,0,11.99,11.53,0,0,11.496289,10.866,10.683
1907,O,0,0,0,0,0,14.300296,7.727,5.709
1908,O,0,0,0,0,0,16.416424,8.266,4.811
1909,K,0,11.83,10.98,0,0,10.660996,9.09,8.421
1910,F,15.13,15.06,14.24,0,0,14.301741,13.616,13.273
1911,F,0,16.47,16.18,0,0,16.355177,0,0
1912,G,0,11.68,11.07,0,0,10.826618,9.56,9.161
1913,F,0,17.19,16.96,0,0,16.663088,15.752,15.101
1914,F,0,9.72,9.48,0,0,9.440497,9.034,8.935
1915,G,0,11.6,10.97,0,0,10.8545,9.734,9.37
1916,K,0,10.53,9.49,0,0,9.324871,7.875,7.319
1917,F,0,9.77,9.41,0,0,9.385418,8.853,8.725
1918,F,0,0,13.02,0,0,12.919863,12.224,11.987
1919,O,0,0,0,0,0,14.477481,6.837,3.87
1920,M,0,12.13,10.19,0,0,9.123172,6.12,4.918
1921,B,13.49,12.66,11.13,0,0,10.28773,7.636,6.934
1922,B,0,11.49,11.31,11.38,0,11.176906,0,0
1923,B,0,10.77,10.28,0,0,10.144155,9.133,8.943
1924,G,0,11.02,10.62,0,0,10.450355,9.591,9.32
1925,F,0,8.87,8.5,0,0,8.420817,7.727,7.479
1926,O,0,0,0,0,0,12.452142,6.262,4.154
1927,M,0,12.0,10.61,8.0,0,8.498553,4.955,3.664
1928,O,0,0,0,0,0,0,13.298,8.005
1929,O,0,0,0,0,0,17.248615,8.249,5.151
1930,A,0,11.87,11.13,0,0,11.49441,0,0
1931,G,0,18.0,0,17.7,0,17.668598,16.7,0
1932,F,0,10.64,10.77,0,0,10.70765,10.721,10.764
1933,O,0,0,0,0,0,13.325053,6.903,4.737
1934,F,0,10.91,10.49,0,0,10.251454,9.479,9.233
1935,K,0,12.04,10.81,0,0,10.188486,8.334,7.517
1936,M,0,0,0,13.27,0,12.797928,9.915,8.731
1937,B,11.11,11.3,10.8,0,0,10.559505,0,0
1938,K,0,10.2,9.21,0,0,8.919782,7.383,6.775
1939,M,0,11.6,10.56,10.12,8.96,9.936634,7.867,7.053
1940,M,0,11.64,10.31,0,0,9.837163,7.52,6.692
1941,F,0,0,14.07,0,0,13.973707,13.2,12.976
1942,K,0,11.0,9.96,0,0,9.863875,8.519,7.993
1943,G,0,0,0,0,0,17.042723,15.982,15.396
1944,G,0,11.7,10.49,0,0,10.255039,8.555,7.956
1945,M,0,11.05,9.76,9.639,8.065,8.329358,5.314,3.841
1946,G,0,9.15,8.54,0,0,8.397734,7.322,7.023
1947,F,0,9.07,8.85,0,0,8.82928,8.396,8.277
1948,B,12.05,12.35,11.84,0,0,11.675344,10.699,10.543
1949,B,0,0,15.1,0,0,14.3775,12.206,11.342
1950,A,0,10.76,10.46,0,0,10.404211,9.805,9.656
1951,O,0,0,0,0,0,0,14.368,8.008
1952,F,0,0,13.07,0,0,12.993071,12.196,11.953
1953,K,0,11.59,10.4,0,0,9.972065,8.103,7.307
1954,B,0,11.57,10.93,0,0,10.681295,9.752,9.533
1955,G,0,9.3,8.79,0,0,8.668045,7.734,7.382
1956,B,0,10.44,10.42,0,0,10.33764,10.323,10.373
1957,M,0,0,0,0,0,0,0,0
1958,B,0,12.39,12.49,0,0,12.409615,11.68,11.581
1959,B,0,12.43,11.54,0,0,11.464688,9.223,8.341
1960,O,0,0,0,0,0,18.77716,11.652,7.447
1961,B,0,11.6,11.3,11.29,0,11.128244,10.397,10.283
1962,M,0,16.7,15.32,15.16,0,13.9761,11.05,10.215
1963,F,0,0,12.31,0,0,12.215862,11.3,11.009
1964,K,0,11.32,11.09,0,0,11.048569,10.121,9.815
1965,K,0,11.56,10.44,0,0,10.199904,8.562,7.933
1966,K,0,11.41,10.54,0,0,10.256877,8.807,8.243
1967,M,0,10.47,9.17,0,0,7.548138,4.269,2.963
1968,B,10.62,11.25,11.0,0,0,10.946686,10.449,10.395
1969,G,0,9.58,9.14,0,0,9.071009,8.335,8.147
1970,K,0,10.47,9.42,0,0,9.209641,7.716,7.162
1971,M,0,15.09,13.55,13.16,0,11.641033,7.829,6.604
1972,K,0,12.502,11.41,10.77,0,11.170482,9.634,8.982
1973,K,0,11.7,10.73,0,0,10.51246,9.001,8.383
1974,M,0,11.87,10.8,0,0,10.289998,8.505,7.791
1975,M,0,0,0,16.52,0,16.321493,14.274,13.43
1976,F,0,17.9,0,17.8,0,17.927708,0,0
1977,A,0,9.66,9.44,0,0,9.439691,9.059,8.932
1978,K,0,10.19,9.12,0,0,8.812674,7.245,6.552
1979,O,0,0,0,0,0,15.588276,10.563,8.13
1980,O,0,0,0,0,0,14.144655,7.632,5.489
1981,A,0,9.65,9.41,0,0,9.397835,8.953,8.868
1982,A,0,9.5,9.46,0,0,9.43665,9.287,9.283
1983,G,0,11.94,11.15,0,0,10.784027,9.22,8.794
1984,A,0,9.23,9.21,0,0,9.18068,9.12,9.118
1985,K,0,11.286,10.496,10.566,0,0,9.15,8.508
1986,B,0,17.0,0,16.4,0,16.594368,16.23,0
1987,K,0,10.79,9.69,0,0,9.496749,7.964,7.355
1988,F,0,11.59,11.35,0,0,11.284474,10.515,10.345
1989,K,10.64,9.69,8.62,0,0,8.3899,6.894,6.318
1990,B,0,12.7,0,0,0,12.276637,11.417,11.263
1991,B,0,11.13,10.73,0,0,10.575095,9.756,9.597
1992,F,0,10.8,10.53,10.36,9.98,10.337846,9.688,9.497
1993,A,0,9.65,9.38,0,0,9.385329,8.851,8.756
1994,O,0,0,0,0,0,0,16.17,10.573
1995,F,0,10.0,9.57,0,0,9.471192,8.733,8.508
1996,F,0,11.84,11.19,0,0,11.315167,10.495,10.207
1997,O,0,0,0,0,0,13.673866,6.6,4.647
1998,M,0,11.51,10.13,0,0,9.539537,7.393,6.508
1999,K,0,12.345,10.875,10.522,0,10.300004,8.107,7.301
2000,M,0,10.87,9.52,0,0,8.747201,6.347,5.258
2001,G,0,9.79,9.27,0,0,9.090366,8.125,7.834
2002,B,10.9,10.56,9.98,0,0,9.77996,8.397,8.083
2003,O,0,0,0,0,0,18.178064,9.774,6.09
2004,O,11.41,12.06,11.85,0,0,11.785063,11.361,11.321
2005,K,0,12.37,10.988,10.784,0,10.570366,8.527,7.774
2006,O,0,0,0,0,0,0,12.274,8.451
2007,B,0,12.01,11.65,0,0,10.549657,7.927,6.707
2008,M,0,13.9,11.5,0,0,11.253803,8.838,7.818
2009,G,0,10.22,9.85,0,0,9.76497,9.113,8.948
2010,G,0,9.72,9.25,0,0,0,8.258,7.99
2011,M,0,0,0,0,0,14.385213,9.984,8.28
2012,F,0,9.34,9.04,0,0,8.99832,8.454,8.291
2013,M,0,11.13,9.66,0,0,9.188547,7.235,6.37
2014,K,0,9.44,8.36,0,0,8.055642,6.444,5.807
2015,M,0,11.42,9.68,0,0,8.675531,5.935,4.781
2016,K,0,10.82,9.72,0,0,9.361331,7.654,7.016
2017,O,0,0,0,0,0,0,16.125,12.691
2018,F,0,10.11,9.81,0,0,9.717017,9.148,8.998
2019,O,0,0,0,0,0,13.547692,8.227,6.545
2020,M,0,11.78,10.27,0,0,9.925437,7.99,7.134
2021,O,0,0,0,0,0,19.623995,10.748,6.042
2022,M,0,0,0,14.64,0,13.306915,9.931,8.734
2023,O,0,0,0,0,0,13.883926,6.69,4.539
2024,A,0,9.01,8.91,0,0,8.865734,8.545,8.52
2025,F,0,10.65,10.36,0,0,10.282097,9.633,9.441
2026,G,0,12.7,11.25,0,0,10.780638,8.748,8.015
2027,K,0,11.32,10.01,0,0,9.627863,7.758,6.991
2028,K,0,12.86,11.0,0,0,10.616211,8.494,7.695
2029,K,0,12.78,10.68,0,0,9.803532,7.137,5.998
2030,M,0,16.7,16.0,12.7,0,11.918124,7.688,6.337
2031,G,0,11.17,10.6,0,0,10.462696,9.596,9.275
2032,F,0,17.16,16.66,0,0,16.569166,15.69,15.23
2033,G,0,9.71,9.22,0,0,9.074193,8.209,7.941
2034,B,0,11.3,10.44,0,0,10.148507,8.298,7.844
2035,G,0,9.45,9.02,0,0,8.920059,8.146,7.925
2036,G,0,10.67,9.93,0,0,9.840885,8.829,8.485
2037,M,0,13.09,11.58,11.17,0,9.775191,6.216,5.01
2038,K,0,10.09,9.08,0,0,8.82049,7.269,6.653
2039,B,12.71,12.41,11.23,0,0,10.615806,8.431,7.809
2040,F,0,10.57,10.22,0,0,10.248548,9.704,9.554
2041,O,0,0,0,0,0,13.091052,6.118,4.147
2042,O,0,0,0,0,0,0,0,10.959
2043,A,0,9.45,9.31,0,0,9.30568,8.92,8.886
2044,K,0,11.39,10.34,0,0,10.14666,8.65,8.084
2045,F,0,0,15.43,0,0,15.328731,14.491,14.174
2046,A,0,9.02,8.95,0,0,8.920706,8.666,8.612
2047,G,0,9.8,9.34,0,0,9.209683,8.4,8.136
2048,B,0,12.57,11.33,0,0,10.896579,9.052,8.66
2049,M,0,0,0,0,0,0,0,0
2050,B,0,17.0,0,0,0,16.886585,15.96,15.39
2051,M,0,15.15,13.54,13.02,0,11.628268,8.199,6.976
2052,G,0,9.84,9.44,0,0,9.328943,8.604,8.386
2053,M,0,0,20.0,0,0,18.897621,15.98,14.911
2054,F,0,11.06,10.67,0,0,10.529475,9.76,9.51
2055,K,0,11.45,10.48,0,0,10.492714,9.336,8.785
2056,F,0,12.67,12.71,0,0,11.944282,10.832,10.611
2057,B,0,13.47,12.25,0,0,12.092454,0,0
2058,O,0,0,0,0,0,12.115024,6.242,4.164
2059,G,0,11.92,11.08,0,0,10.672211,9.299,8.727
2060,B,0,12.88,12.36,12.28,0,12.227081,0,0
2061,A,0,9.71,9.38,0,0,9.322595,8.721,8.539
2062,G,0,9.71,9.18,0,0,9.053349,8.147,7.817
2063,G,0,11.769,11.217,11.124,0,0,10.158,9.939
2064,K,0,11.36,9.9,0,0,9.346275,7.148,6.253
2065,G,0,18.0,0,0,0,16.892262,15.923,0
2066,K,0,11.89,11.17,0,0,10.939652,9.584,9.096
2067,G,0,10.86,10.36,0,0,10.253573,9.462,9.211
2068,M,0,0,0,0,0,0,0,0
2069,G,9.8,9.8,9.28,0,0,9.17044,0,0
2070,B,12.12,12.48,11.91,0,0,11.746479,10.666,10.469
2071,G,0,16.58,16.17,16.11,0,15.97014,14.74,14.18
2072,A,0,9.67,9.43,0,0,9.393507,8.801,8.936
2073,G,0,10.09,9.58,0,0,9.48327,8.634,8.352
2074,O,0,0,0,0,0,0,0,12.134
2075,B,0,11.4,10.88,0,0,10.730902,9.618,9.228
2076,A,0,0,14.4,0,0,14.2714,13.633,13.483
2077,M,0,17.16,0,14.74,0,14.784374,11.93,10.744
2078,B,0,12.7,11.87,0,0,11.806335,10.735,10.521
2079,K,0,0,0,0,0,9.5945,7.645,6.909
2080,B,0,13.0,0,0,0,12.190465,11.139,10.921
2081,O,0,0,0,0,0,0,13.412,8.396
2082,O,0,0,0,0,0,20.615694,10.52,7.127
2083,A,0,10.87,10.76,0,0,10.682128,10.294,10.202
2084,K,0,12.2,0,0,0,11.703623,10.762,10.391
2085,G,0,11.92,11.17,0,0,10.97812,9.472,8.933
2086,K,0,12.28,12.18,0,0,11.60388,0,0
2087,M,0,8.87,7.24,0,0,6.322366,3.816,2.467
2088,M,0,13.1,10.91,0,0,10.462258,8.187,7.156
2089,M,0,11.9,9.8,0,0,8.643488,5.755,4.57
2090,B,0,11.69,11.03,0,0,10.856583,9.338,8.991
2091,K,0,11.86,10.44,0,0,10.058063,8.147,7.361
2092,M,0,0,0,0,0,14.956508,12.262,11.115
2093,O,0,0,0,0,0,0,14.402,10.777
2094,M,0,19.6,17.5,0,0,13.988961,6.57,4.155
2095,F,0,9.21,8.86,0,0,8.74298,8.077,7.872
2096,A,0,12.05,11.9,0,0,11.674115,10.934,10.791
2097,K,0,11.93,10.64,0,0,10.045742,7.913,7.113
2098,M,0,12.52,11.49,0,0,8.519225,4.267,2.778
2099,A,0,9.68,9.3,0,0,9.230583,8.384,8.223
2100,M,0,0,0,0,0,0,0,0
2101,F,0,11.07,10.52,0,0,10.415395,9.508,9.212
2102,K,0,11.52,9.95,0,0,8.971465,6.236,5.115
2103,M,0,11.48,10.25,0,0,8.202862,4.427,3.107
2104,G,0,17.0,16.53,0,0,16.15933,14.245,13.676
2105,K,0,11.35,9.89,0,0,9.471979,7.371,6.464
2106,B,0,12.37,12.23,0,0,11.641637,10.816,10.62
2107,M,0,23.47,0,0,0,0,0,0
2108,O,0,0,0,14.675,0,14.587321,6.535,4.325
2109,A,0,12.1,11.49,0,0,11.421739,10.389,10.155
2110,G,0,9.6,9.22,0,0,9.125141,8.408,8.273
2111,B,0,10.88,10.34,0,0,0,9.156,8.906
2112,G,0,10.53,10.09,0,0,9.854069,8.941,8.675
2113,A,0,14.62,14.19,14.07,0,14.069375,13.286,13.062
2114,B,0,10.93,10.54,0,0,10.647627,10.038,9.92
2115,M,0,11.61,9.85,0,0,9.003799,6.241,5.154
2116,F,0,12.36,11.54,0,0,11.599491,0,0
2117,F,0,12.8,12.32,0,0,11.501081,10.106,9.671
2118,O,0,0,0,0,0,14.089583,7.602,4.915
2119,G,0,10.05,9.54,0,0,9.478721,8.638,8.371
2120,O,0,0,0,0,0,0,0,0
2121,B,0,9.82,9.5,0,0,9.405847,8.685,8.603
2122,A,0,11.04,10.92,0,0,10.821104,10.521,10.527
2123,K,0,11.73,10.77,0,0,10.650777,9.176,8.575
2124,F,0,10.5,10.05,0,0,9.993314,0,0
2125,M,0,12.06,10.59,0,0,10.220637,8.076,7.128
2126,G,0,9.73,9.24,0,0,9.132502,8.303,8.046
2127,A,0,0,13.4,0,0,13.342403,12.797,12.596
2128,M,0,16.69,0,14.52,0,14.858302,12.358,11.275
2129,G,0,18.0,0,0,0,16.57119,15.308,14.886
2130,F,0,18.8,0,17.9,0,17.495483,16.5,15.83
2131,O,0,0,0,0,0,15.277033,8.321,5.497
2132,F,0,9.52,9.11,8.9,0,8.95271,8.195,7.981
2133,F,0,12.01,12.37,0,0,11.89028,11.158,10.995
2134,A,0,11.58,11.18,0,0,11.221929,10.732,10.659
2135,G,0,12.6,11.83,0,0,11.382117,10.152,9.689
2136,A,0,9.67,9.4,0,0,9.361697,8.86,8.748
2137,F,0,9.75,9.47,0,0,9.566933,9.111,9.018
2138,G,0,12.18,11.7,0,0,11.418512,10.463,10.112
2139,G,0,10.91,10.48,0,0,10.408067,9.673,9.424
2140,M,0,12.25,11.01,0,0,10.474031,0,0
2141,B,0,11.85,11.4,0,0,10.961952,9.684,9.446
2142,A,9.0,9.21,9.21,0,0,9.185454,9.148,9.168
2143,G,0,10.62,10.22,0,0,10.092495,9.238,9.016
2144,G,0,10.87,10.03,0,0,0,0,0
2145,G,0,11.32,10.4,0,0,10.457806,9.003,8.395
2146,G,0,10.25,9.33,0,0,9.068147,7.578,7.01
2147,B,12.38,12.4,11.53,0,0,11.171058,9.352,8.852
2148,O,0,0,0,0,0,15.55252,8.77,6.398
2149,M,0,9.4,7.8,0,0,6.64673,3.732,2.56
2150,M,0,11.27,9.82,0,0,9.484535,7.716,6.92
2151,F,0,10.32,10.09,0,0,9.962029,9.376,9.233
2152,B,0,10.23,9.61,0,0,9.375732,7.924,7.567
2153,M,0,11.14,10.74,0,0,10.827986,10.163,9.954
2154,B,0,12.24,11.24,0,0,10.872808,9.194,8.763
2155,M,0,17.1,16.4,14.9,0,13.421656,9.718,8.375
2156,F,0,9.98,9.73,0,0,9.691327,9.167,9.033
2157,O,0,0,0,0,0,0,0,12.443
2158,A,0,11.55,11.65,0,0,10.833666,10.045,10.05
2159,O,10.25,10.78,10.3,0,0,10.090824,9.626,8.965
2160,B,0,13.6,0,0,0,12.572229,11.505,11.332
2161,B,0,0,12.9,0,0,12.70019,11.945,11.752
2162,G,0,9.75,9.21,0,0,9.122143,8.18,7.903
2163,K,0,11.37,9.92,0,0,9.501146,7.42,6.522
2164,G,0,13.28,12.08,0,0,11.346356,9.649,9.062
2165,G,0,10.2,9.84,0,0,9.741438,9.081,8.887
2166,O,0,0,0,0,0,17.074137,11.749,8.156
2167,A,0,9.57,9.47,0,0,9.507443,9.308,9.28
2168,O,0,0,0,0,0,0,0,0
2169,O,0,0,0,0,0,13.176693,7.46,5.634
2170,M,0,0,0,0,0,14.820397,10.557,8.834
2171,F,0,9.42,9.02,0,0,8.974957,8.251,8.072
2172,O,0,0,0,0,0,11.924982,6.518,4.766
2173,G,0,10.79,10.39,0,0,10.403085,9.347,9.061
2174,A,0,11.72,10.87,0,0,10.900057,9.538,9.233
2175,K,0,11.39,9.91,0,0,9.298111,7.173,6.242
2176,F,0,9.88,9.36,0,0,9.221052,8.157,7.77
2177,A,0,11.49,11.19,0,0,11.297571,10.639,10.547
2178,F,0,9.69,9.29,0,0,9.209875,8.575,8.292
2179,M,0,11.28,9.58,0,0,8.934679,6.576,5.681
2180,M,0,11.54,10.34,0,0,9.040257,6.141,4.963
2181,A,0,9.13,9.06,0,0,9.081402,8.958,9.022
2182,O,0,0,0,0,0,0,0,9.748
2183,G,0,12.32,10.68,0,0,9.859521,7.373,6.333
2184,F,0,11.41,10.92,0,0,10.781554,10.008,9.768
2185,A,0,9.65,9.37,0,0,9.523039,8.823,8.677
2186,M,0,9.86,8.36,0,0,7.090802,4.123,2.971
2187,G,0,9.92,9.19,0,0,9.026639,7.908,7.528
2188,G,0,9.61,9.13,0,0,8.969608,8.024,7.681
2189,K,0,11.51,10.25,0,0,9.752897,7.758,7.028
2190,F,0,11.84,11.41,0,0,10.945351,9.473,8.837
2191,K,0,12.72,11.73,0,0,11.404217,10.173,9.734
2192,F,0,10.45,10.13,0,0,10.183333,9.326,9.106
2193,K,0,10.28,9.41,0,0,10.311234,8.123,7.309
2194,G,0,9.84,9.3,0,0,9.136127,8.2,7.873
2195,A,0,9.29,9.18,0,0,0,8.579,8.508
